trans_id,student_id,amount,category,pay_method,time,location
29,20230045,77.61,超市,校园卡,2025/10/11 16:31,二食堂
2826,20230045,79.48,交通,校园卡,2025/10/7 23:19,校门口
8013,20230045,15.8,娱乐,微信,2025/7/3 10:21,打印店
9434,20230045,55.49,交通,支付宝,2025/7/10 19:46,打印店
1666,20230045,37.55,超市,微信,2025/8/28 8:06,校门口
9643,20230045,25.95,娱乐,支付宝,2025/9/26 18:40,二食堂
4561,20230045,25.78,交通,微信,2025/8/24 22:34,打印店
1978,20230045,48.6,餐饮,微信,2025/11/17 3:20,校门口
7470,20230045,27.1,交通,支付宝,2025/9/4 17:13,打印店
8621,20230045,36.4,超市,支付宝,2025/10/14 20:06,二食堂
1351,20230045,56.22,娱乐,校园卡,2025/7/2 12:00,一食堂
9992,20230045,9.76,生活服务,微信,2025/9/13 8:54,一食堂
3244,20230045,32.92,超市,支付宝,2025/6/14 10:58,体育馆
416,20230045,53.38,超市,支付宝,2025/5/23 6:13,打印店
5951,20230045,62.5,学习用品,微信,2025/7/31 22:58,二食堂
7799,20230045,35.87,娱乐,支付宝,2025/10/9 15:51,打印店
6902,20230046,20.21,餐饮,微信,2025/9/26 17:11,二食堂
760,20230046,67.65,生活服务,微信,2025/10/9 3:32,校门口
9426,20230046,5.65,超市,支付宝,2025/7/3 2:17,校门口
5599,20230046,21.54,学习用品,校园卡,2025/7/2 22:10,二食堂
9725,20230046,23.53,娱乐,支付宝,2025/11/17 9:58,图书馆
6782,20230046,69.4,餐饮,支付宝,2025/6/17 13:31,校门口
7212,20230046,24.48,交通,微信,2025/10/26 12:57,图书馆
820,20230046,21.06,生活服务,支付宝,2025/11/13 10:34,一食堂
6453,20230046,47.2,餐饮,支付宝,2025/7/12 16:54,体育馆
5315,20230046,76.98,超市,校园卡,2025/9/5 6:32,二食堂
3613,20230046,47.25,交通,微信,2025/7/14 4:15,图书馆
2754,20230046,8.07,超市,微信,2025/8/2 2:27,一食堂
2229,20230046,6.16,学习用品,微信,2025/6/15 13:59,二食堂
691,20230046,48.59,餐饮,支付宝,2025/10/25 3:44,体育馆
1535,20230046,74.95,生活服务,校园卡,2025/9/18 17:01,二食堂
6962,20230046,37.22,娱乐,微信,2025/10/20 14:29,图书馆
5933,20230046,21.2,交通,支付宝,2025/10/29 4:01,二食堂
5201,20230046,29.94,学习用品,校园卡,2025/11/13 2:00,二食堂
7814,20230046,7.03,餐饮,支付宝,2025/5/22 4:46,图书馆
7334,20230046,19.93,生活服务,校园卡,2025/7/30 13:33,二食堂
7050,20230046,45.37,学习用品,校园卡,2025/6/14 1:39,二食堂
6412,20230046,50.37,学习用品,校园卡,2025/8/26 7:28,图书馆
1280,20230046,4.97,餐饮,支付宝,2025/9/21 15:21,校园超市
3925,20230046,68.61,餐饮,微信,2025/10/3 13:50,校门口
660,20230046,32.18,交通,微信,2025/8/13 14:06,一食堂
4191,20230046,41.11,超市,微信,2025/8/29 9:31,一食堂
3825,20230046,11.24,学习用品,支付宝,2025/9/1 4:12,体育馆
3280,20230046,22.33,餐饮,微信,2025/6/6 7:36,二食堂
5261,20230046,7.27,学习用品,校园卡,2025/7/3 14:22,一食堂
3018,20230046,22.13,超市,微信,2025/8/2 2:14,体育馆
4341,20230046,17.24,生活服务,校园卡,2025/7/25 16:03,二食堂
5512,20230046,30.66,超市,校园卡,2025/6/6 13:26,体育馆
3016,20230046,47.11,娱乐,微信,2025/10/15 11:34,一食堂
9921,20230046,68.37,餐饮,校园卡,2025/8/23 14:02,体育馆
2018,20230046,40.69,生活服务,支付宝,2025/9/12 20:49,校园超市
4884,20230046,12.33,交通,微信,2025/6/20 5:40,体育馆
2767,20230046,37.57,超市,微信,2025/10/16 12:35,打印店
7934,20230046,11.95,学习用品,微信,2025/6/22 0:43,一食堂
985,20230046,25.4,学习用品,支付宝,2025/6/8 11:03,二食堂
2651,20230046,3.07,餐饮,支付宝,2025/10/9 17:30,校园超市
6596,20230046,71.98,学习用品,支付宝,2025/10/4 13:41,图书馆
5393,20230046,20,交通,微信,2025/8/30 0:53,校园超市
888,20230046,12.41,超市,支付宝,2025/6/11 11:16,图书馆
8714,20230046,14.3,娱乐,支付宝,2025/11/2 14:10,校门口
5851,20230046,73.76,生活服务,微信,2025/11/5 8:23,图书馆
4879,20230046,35.7,餐饮,校园卡,2025/6/6 11:49,校门口
4823,20230046,29.76,餐饮,支付宝,2025/8/28 17:11,体育馆
4172,20230046,51.06,超市,支付宝,2025/10/16 3:32,图书馆
6891,20230046,18.82,娱乐,微信,2025/10/12 12:12,一食堂
4183,20230046,29.47,学习用品,微信,2025/11/15 22:55,校园超市
4596,20230046,48.69,学习用品,支付宝,2025/7/2 9:53,图书馆
692,20230046,31.86,交通,支付宝,2025/8/25 5:43,一食堂
8655,20230046,3.19,生活服务,微信,2025/10/17 23:33,体育馆
8914,20230046,17.09,学习用品,校园卡,2025/8/26 17:24,一食堂
7141,20230046,54.77,餐饮,微信,2025/5/22 9:59,校园超市
5740,20230046,41.79,生活服务,校园卡,2025/7/24 13:13,体育馆
6167,20230046,59.66,超市,校园卡,2025/6/1 20:15,图书馆
8739,20230046,64.11,超市,支付宝,2025/8/26 20:22,图书馆
4174,20230046,28.15,交通,支付宝,2025/5/22 2:40,图书馆
3974,20230046,10.62,超市,支付宝,2025/10/14 3:56,打印店
5097,20230046,29.75,生活服务,支付宝,2025/10/22 11:12,打印店
8241,20230046,26.89,学习用品,校园卡,2025/10/5 3:51,校门口
726,20230046,41.26,超市,微信,2025/8/29 13:50,校园超市
2508,20230046,29.13,生活服务,支付宝,2025/9/19 19:36,图书馆
1430,20230046,9.24,学习用品,校园卡,2025/10/18 5:58,校园超市
741,20230046,17.1,生活服务,支付宝,2025/10/31 3:54,校门口
3135,20230046,71.93,生活服务,校园卡,2025/9/20 22:33,校园超市
8645,20230046,12.88,交通,校园卡,2025/11/12 4:57,体育馆
1072,20230046,24.91,交通,微信,2025/8/17 9:26,校门口
4231,20230046,49.35,超市,支付宝,2025/7/10 20:46,体育馆
8452,20230046,53.89,娱乐,校园卡,2025/11/5 6:43,打印店
6161,20230046,26.22,交通,支付宝,2025/8/21 21:53,打印店
9620,20230046,58.83,学习用品,支付宝,2025/9/13 3:18,图书馆
2817,20230046,45,交通,支付宝,2025/10/11 14:45,校门口
7476,20230046,26.82,餐饮,校园卡,2025/7/18 8:21,体育馆
29,20230046,60.41,餐饮,校园卡,2025/5/30 12:42,体育馆
3708,20230046,3.53,生活服务,支付宝,2025/9/21 3:10,图书馆
5140,20230046,36.12,交通,支付宝,2025/10/25 13:05,一食堂
1105,20230046,24.9,超市,微信,2025/9/6 6:38,图书馆
9973,20230046,44.27,生活服务,微信,2025/9/1 5:37,图书馆
6980,20230046,51.14,娱乐,校园卡,2025/7/29 5:34,校园超市
3320,20230046,29.14,餐饮,支付宝,2025/9/4 5:13,一食堂
2424,20230046,24.99,餐饮,支付宝,2025/7/12 15:42,打印店
7362,20230046,79.13,交通,校园卡,2025/10/10 20:09,校门口
1230,20230046,56.59,餐饮,支付宝,2025/7/15 10:44,一食堂
1540,20230046,63.17,餐饮,微信,2025/6/4 10:10,体育馆
5760,20230046,42.52,学习用品,支付宝,2025/8/12 20:50,校园超市
3722,20230046,67.62,餐饮,校园卡,2025/7/16 18:18,打印店
400,20230046,72.64,超市,校园卡,2025/8/26 20:33,一食堂
9497,20230046,15.43,餐饮,支付宝,2025/6/3 22:52,校门口
5392,20230046,23.87,娱乐,校园卡,2025/8/8 6:13,二食堂
8354,20230046,60.92,学习用品,微信,2025/6/24 10:46,校园超市
3594,20230046,49.13,餐饮,支付宝,2025/10/30 6:42,校园超市
8742,20230046,27.88,超市,微信,2025/7/16 20:15,校园超市
2163,20230046,34.05,交通,校园卡,2025/11/15 12:44,图书馆
8778,20230046,72.69,交通,支付宝,2025/7/25 21:26,二食堂
528,20230046,62.2,娱乐,校园卡,2025/11/10 8:16,图书馆
699,20230046,79.45,生活服务,支付宝,2025/8/2 10:37,二食堂
6045,20230046,28.76,超市,支付宝,2025/6/21 14:19,二食堂
4681,20230046,79.32,学习用品,校园卡,2025/6/8 13:56,图书馆
439,20230046,51.38,交通,微信,2025/11/1 3:34,图书馆
6659,20230046,9.73,生活服务,微信,2025/6/26 14:23,二食堂
2433,20230046,72.44,生活服务,校园卡,2025/9/22 14:52,一食堂
73,20230046,29.65,交通,微信,2025/10/7 23:46,打印店
4501,20230046,40.2,餐饮,支付宝,2025/10/8 2:49,二食堂
4847,20230046,15.22,超市,微信,2025/10/22 4:43,打印店
1790,20230046,15.21,娱乐,支付宝,2025/9/1 23:28,校园超市
1809,20230046,44.72,餐饮,微信,2025/6/8 5:41,打印店
5827,20230046,73.56,超市,微信,2025/7/25 9:33,图书馆
3630,20230047,32.37,娱乐,支付宝,2025/9/6 13:28,体育馆
2662,20230047,67.45,学习用品,微信,2025/8/20 7:27,体育馆
4506,20230047,53.71,娱乐,校园卡,2025/6/30 17:20,校门口
1865,20230047,7.87,生活服务,校园卡,2025/9/6 11:01,一食堂
4606,20230047,4.04,超市,支付宝,2025/8/3 7:00,校门口
2584,20230047,63.92,学习用品,校园卡,2025/5/25 10:38,校门口
9744,20230047,68.36,学习用品,微信,2025/10/23 15:12,二食堂
1296,20230047,36.26,超市,微信,2025/7/30 13:54,打印店
8962,20230047,44.05,餐饮,校园卡,2025/8/1 15:21,校门口
8750,20230047,45.82,娱乐,校园卡,2025/11/11 22:09,校门口
324,20230047,73.11,交通,校园卡,2025/6/30 14:17,图书馆
5098,20230047,56.07,超市,支付宝,2025/11/3 21:15,校园超市
7979,20230047,42.92,娱乐,校园卡,2025/10/22 17:46,图书馆
6077,20230047,38.05,餐饮,微信,2025/8/29 10:51,校园超市
4028,20230047,8.44,学习用品,校园卡,2025/8/6 19:03,校门口
8224,20230047,68.36,学习用品,校园卡,2025/9/7 4:07,校门口
5027,20230047,3.22,超市,校园卡,2025/10/16 1:34,图书馆
2005,20230047,23.01,交通,微信,2025/9/20 7:58,体育馆
7893,20230047,23.01,交通,校园卡,2025/10/29 3:08,一食堂
4520,20230047,52.53,娱乐,微信,2025/7/25 15:29,一食堂
8295,20230047,12.14,娱乐,微信,2025/10/10 16:16,校门口
5572,20230047,7.41,娱乐,支付宝,2025/10/21 7:00,校门口
5029,20230047,51.05,学习用品,微信,2025/6/16 23:58,体育馆
4814,20230047,44.82,交通,微信,2025/10/30 16:40,图书馆
206,20230047,60.39,交通,支付宝,2025/6/16 6:01,一食堂
6990,20230047,76.13,娱乐,校园卡,2025/6/15 14:15,一食堂
7401,20230047,72.99,餐饮,微信,2025/5/24 4:45,图书馆
8417,20230047,64.35,交通,支付宝,2025/10/25 9:06,二食堂
136,20230047,3.34,餐饮,校园卡,2025/9/8 19:40,校门口
9347,20230047,22.83,交通,微信,2025/10/13 8:01,二食堂
9038,20230047,68.42,娱乐,支付宝,2025/7/29 12:37,二食堂
1891,20230047,7.82,娱乐,支付宝,2025/11/3 21:34,体育馆
2217,20230047,4.09,学习用品,微信,2025/7/3 12:37,打印店
127,20230047,53.1,餐饮,校园卡,2025/11/11 20:57,二食堂
7769,20230047,68.53,餐饮,支付宝,2025/9/10 16:47,校园超市
6934,20230047,14.59,超市,微信,2025/5/30 10:10,二食堂
7199,20230047,69.7,交通,微信,2025/6/23 17:24,图书馆
3592,20230047,47.25,娱乐,支付宝,2025/11/2 5:21,图书馆
5351,20230047,62.58,餐饮,微信,2025/6/18 1:53,校园超市
7824,20230047,73.79,生活服务,校园卡,2025/8/1 13:11,校门口
7936,20230047,75.57,生活服务,微信,2025/10/29 20:04,图书馆
1053,20230047,29.99,超市,微信,2025/11/6 22:09,校门口
2634,20230047,7.18,超市,支付宝,2025/9/8 11:52,体育馆
806,20230047,37.79,生活服务,支付宝,2025/7/4 8:11,打印店
4712,20230047,58.58,娱乐,支付宝,2025/8/14 4:20,校门口
1215,20230047,4.63,交通,校园卡,2025/6/23 8:54,一食堂
1053,20230047,49.09,交通,支付宝,2025/8/19 19:43,二食堂
1148,20230047,42.37,超市,微信,2025/8/12 16:47,图书馆
4617,20230047,71.81,餐饮,校园卡,2025/5/26 23:02,图书馆
7802,20230047,69.47,交通,支付宝,2025/9/12 17:18,一食堂
3169,20230047,18.26,超市,微信,2025/7/7 11:54,一食堂
3338,20230047,31.96,学习用品,支付宝,2025/6/26 1:07,图书馆
9448,20230047,13.64,学习用品,微信,2025/7/18 2:02,二食堂
4757,20230047,19.16,交通,微信,2025/8/16 23:36,体育馆
2439,20230048,8.2,餐饮,微信,2025/10/14 2:00,打印店
7806,20230048,58.91,交通,微信,2025/9/27 11:00,体育馆
2719,20230048,9.7,生活服务,校园卡,2025/10/24 3:23,校门口
2441,20230048,44.25,交通,微信,2025/8/28 4:09,一食堂
2124,20230048,28.32,餐饮,校园卡,2025/6/21 10:10,图书馆
9309,20230048,12.4,交通,微信,2025/6/2 6:03,校园超市
4931,20230048,2.01,学习用品,支付宝,2025/10/15 15:29,校园超市
7393,20230048,35.24,生活服务,校园卡,2025/11/1 18:34,一食堂
7700,20230048,2.81,生活服务,微信,2025/10/10 17:56,二食堂
6352,20230048,8.38,餐饮,校园卡,2025/9/26 14:26,校园超市
714,20230048,65.89,娱乐,微信,2025/9/21 14:03,二食堂
816,20230048,55.66,餐饮,支付宝,2025/8/4 13:42,校门口
2914,20230048,48.44,超市,微信,2025/11/2 4:02,校园超市
50,20230048,30.16,娱乐,校园卡,2025/9/2 3:03,图书馆
6156,20230048,64.82,娱乐,校园卡,2025/8/13 6:23,校门口
5781,20230048,3.27,餐饮,校园卡,2025/5/23 9:35,图书馆
4796,20230048,34.22,学习用品,校园卡,2025/10/19 9:39,二食堂
3454,20230048,71.68,餐饮,校园卡,2025/8/15 17:49,校园超市
1862,20230048,11.83,娱乐,微信,2025/8/30 3:28,一食堂
4425,20230048,68.07,学习用品,微信,2025/6/25 20:08,校园超市
9213,20230048,39.41,娱乐,校园卡,2025/6/2 3:30,打印店
3415,20230048,39.98,超市,校园卡,2025/10/5 10:55,校园超市
3287,20230048,5.28,生活服务,支付宝,2025/9/18 7:18,校门口
5983,20230048,19.19,生活服务,微信,2025/10/12 19:45,体育馆
5090,20230048,35.61,超市,校园卡,2025/7/14 17:34,一食堂
4044,20230048,59.68,生活服务,校园卡,2025/10/26 6:39,图书馆
4671,20230048,77.02,生活服务,校园卡,2025/7/13 23:52,体育馆
7461,20230048,56.75,超市,支付宝,2025/10/27 3:57,图书馆
1291,20230048,59.67,交通,微信,2025/10/14 23:14,校园超市
2174,20230048,44.8,生活服务,支付宝,2025/8/18 0:13,校园超市
1898,20230048,44.63,超市,校园卡,2025/6/10 17:51,一食堂
8394,20230048,79.5,学习用品,校园卡,2025/11/10 2:26,校园超市
720,20230048,21.51,超市,微信,2025/10/5 17:15,打印店
1111,20230048,27.96,生活服务,微信,2025/7/9 23:36,校园超市
513,20230048,41.97,娱乐,微信,2025/7/2 10:30,二食堂
9153,20230048,28.37,交通,微信,2025/7/1 4:15,图书馆
3484,20230048,41.56,学习用品,支付宝,2025/7/28 16:58,校门口
6571,20230048,29.34,超市,支付宝,2025/8/25 7:59,一食堂
521,20230048,77.04,娱乐,校园卡,2025/6/5 12:54,一食堂
5579,20230048,3.72,餐饮,校园卡,2025/10/4 2:33,校园超市
7174,20230048,30.84,交通,支付宝,2025/11/5 3:30,打印店
9008,20230048,6.55,超市,支付宝,2025/6/7 4:32,图书馆
1708,20230048,51.22,交通,支付宝,2025/7/31 20:14,体育馆
1710,20230048,17.25,超市,支付宝,2025/7/5 11:57,图书馆
6120,20230048,56.46,交通,支付宝,2025/7/21 21:22,一食堂
5340,20230048,33.79,娱乐,微信,2025/8/22 11:14,二食堂
2279,20230048,33.22,学习用品,校园卡,2025/9/25 20:21,一食堂
9519,20230048,58.84,生活服务,微信,2025/6/28 4:07,二食堂
3691,20230048,66.18,交通,校园卡,2025/8/18 11:28,打印店
3873,20230048,9.35,学习用品,微信,2025/8/6 10:06,校园超市
9975,20230048,78.61,餐饮,微信,2025/8/23 19:44,校园超市
5277,20230048,23.01,娱乐,微信,2025/7/23 11:04,打印店
6057,20230048,29.12,交通,支付宝,2025/8/23 19:05,打印店
6905,20230048,45.22,超市,校园卡,2025/10/12 14:10,图书馆
8088,20230048,47.51,交通,支付宝,2025/6/26 12:53,图书馆
2126,20230048,39.74,超市,支付宝,2025/5/24 11:43,二食堂
1001,20230048,6.46,学习用品,微信,2025/10/8 6:15,体育馆
2336,20230048,39.48,生活服务,微信,2025/11/6 9:50,一食堂
4662,20230048,62.59,生活服务,支付宝,2025/9/29 23:50,体育馆
47,20230048,39.2,娱乐,微信,2025/8/6 17:56,校园超市
915,20230048,58.33,超市,校园卡,2025/6/6 0:48,校门口
595,20230048,54.4,学习用品,校园卡,2025/6/13 0:55,校门口
1258,20230048,37.5,娱乐,微信,2025/6/10 19:28,体育馆
2501,20230048,53.59,生活服务,校园卡,2025/6/29 22:55,校园超市
835,20230048,7.12,餐饮,支付宝,2025/7/8 5:41,一食堂
5163,20230048,46.8,餐饮,支付宝,2025/9/2 2:36,一食堂
567,20230048,65.63,超市,微信,2025/8/31 19:05,打印店
2760,20230048,28.43,超市,支付宝,2025/6/13 5:33,校门口
2673,20230048,13.28,娱乐,支付宝,2025/10/29 18:30,打印店
4483,20230048,31.63,交通,校园卡,2025/10/10 12:10,一食堂
8542,20230048,17.2,娱乐,微信,2025/6/26 10:32,校门口
8410,20230048,57.68,交通,微信,2025/6/24 0:51,图书馆
8184,20230048,23.91,超市,校园卡,2025/8/12 12:22,校园超市
6925,20230048,4.38,生活服务,微信,2025/10/10 11:34,打印店
8258,20230048,51.33,交通,微信,2025/6/28 5:48,一食堂
5154,20230048,23.66,学习用品,支付宝,2025/6/14 18:00,图书馆
5801,20230048,17.38,生活服务,支付宝,2025/8/13 0:28,校园超市
8066,20230048,66.99,餐饮,支付宝,2025/8/1 23:46,打印店
8558,20230048,61,学习用品,微信,2025/8/18 10:51,校园超市
5474,20230048,25.59,餐饮,支付宝,2025/8/6 3:11,二食堂
6851,20230048,46.03,餐饮,微信,2025/7/10 7:45,体育馆
4934,20230048,39.97,交通,微信,2025/9/9 5:04,一食堂
4598,20230048,12.34,生活服务,支付宝,2025/6/28 10:20,二食堂
4689,20230048,48.28,餐饮,微信,2025/6/10 19:42,图书馆
1355,20230048,67.39,餐饮,微信,2025/6/17 14:05,一食堂
2016,20230048,68.81,生活服务,支付宝,2025/8/26 13:25,体育馆
7040,20230048,40.2,生活服务,校园卡,2025/6/24 0:51,校门口
6917,20230048,50.02,交通,微信,2025/8/20 2:53,一食堂
8211,20230048,45.64,生活服务,支付宝,2025/11/13 9:29,二食堂
4897,20230048,48.24,学习用品,支付宝,2025/10/18 16:39,体育馆
9029,20230048,62.3,超市,校园卡,2025/6/26 17:22,体育馆
9437,20230048,38.08,交通,支付宝,2025/10/25 13:43,校门口
2944,20230048,29.78,餐饮,微信,2025/9/17 20:46,校门口
8408,20230048,69.11,交通,微信,2025/10/18 9:23,校园超市
6607,20230048,57.73,餐饮,支付宝,2025/5/29 22:50,图书馆
8995,20230048,42.02,娱乐,支付宝,2025/7/15 2:22,二食堂
237,20230048,71.73,生活服务,校园卡,2025/8/30 11:53,二食堂
444,20230048,12.97,娱乐,微信,2025/9/1 18:47,校门口
8827,20230048,4.78,餐饮,微信,2025/8/20 22:24,图书馆
2102,20230048,49.3,超市,校园卡,2025/11/2 22:31,图书馆
3820,20230048,40.17,娱乐,校园卡,2025/9/27 8:03,校门口
1770,20230048,46.09,餐饮,校园卡,2025/9/12 8:53,图书馆
4353,20230048,62.85,交通,校园卡,2025/9/26 19:20,校门口
7131,20230048,7.98,餐饮,微信,2025/6/19 2:12,体育馆
2302,20230048,44.73,娱乐,微信,2025/5/23 16:01,体育馆
5001,20230048,67.93,生活服务,校园卡,2025/10/21 0:00,一食堂
445,20230048,56.09,学习用品,校园卡,2025/7/13 5:14,校门口
8191,20230049,35.06,娱乐,支付宝,2025/8/1 18:21,校门口
7949,20230049,15.18,超市,微信,2025/7/23 1:17,校门口
5858,20230049,34.6,学习用品,支付宝,2025/11/12 2:07,一食堂
2761,20230049,27.94,超市,微信,2025/7/3 2:46,一食堂
9435,20230049,17.44,学习用品,校园卡,2025/7/1 12:38,校门口
7683,20230049,2.24,学习用品,支付宝,2025/8/28 11:30,一食堂
3633,20230049,6.45,超市,校园卡,2025/8/10 20:15,校园超市
7052,20230049,26.72,娱乐,微信,2025/8/27 22:04,一食堂
8777,20230049,3.66,餐饮,微信,2025/7/22 19:51,二食堂
6902,20230049,39.62,生活服务,微信,2025/6/29 17:47,校园超市
4915,20230049,56.11,娱乐,校园卡,2025/9/10 8:29,图书馆
6053,20230049,47.35,生活服务,微信,2025/10/13 9:21,打印店
8481,20230049,46.18,生活服务,校园卡,2025/7/8 11:39,校园超市
1740,20230049,43.1,学习用品,微信,2025/10/13 2:33,图书馆
2664,20230049,50.91,交通,微信,2025/9/29 7:09,打印店
3054,20230049,3.89,餐饮,校园卡,2025/6/9 12:01,体育馆
9472,20230049,29.49,交通,微信,2025/6/11 20:15,一食堂
1257,20230049,12.31,生活服务,校园卡,2025/6/6 23:00,图书馆
6108,20230049,8.1,交通,微信,2025/8/3 12:45,二食堂
4307,20230049,2.71,餐饮,支付宝,2025/10/13 22:55,校门口
6266,20230049,67.34,生活服务,校园卡,2025/11/15 2:36,体育馆
5953,20230049,6.3,餐饮,微信,2025/10/6 10:10,校园超市
5118,20230049,67.05,娱乐,微信,2025/9/5 17:20,打印店
8247,20230049,42.43,学习用品,支付宝,2025/5/22 15:57,体育馆
4043,20230049,76.07,学习用品,微信,2025/8/9 18:08,体育馆
9376,20230049,45.05,娱乐,微信,2025/7/19 23:24,校园超市
5545,20230049,7.34,餐饮,微信,2025/10/9 16:50,一食堂
3894,20230049,10.03,生活服务,支付宝,2025/7/12 18:56,图书馆
962,20230049,11.08,超市,支付宝,2025/10/16 13:19,校园超市
1362,20230049,38.48,餐饮,微信,2025/9/26 1:18,二食堂
9354,20230049,24.69,学习用品,校园卡,2025/9/5 12:39,校园超市
1899,20230049,39.83,学习用品,支付宝,2025/10/17 8:53,打印店
7136,20230049,68.52,交通,支付宝,2025/8/24 5:41,校门口
4292,20230049,7.09,娱乐,支付宝,2025/8/19 22:08,二食堂
9677,20230049,46.78,学习用品,支付宝,2025/11/17 6:44,体育馆
8992,20230049,48.91,学习用品,支付宝,2025/10/23 6:11,校门口
7343,20230049,45.96,交通,校园卡,2025/10/10 15:04,打印店
4290,20230049,74.15,学习用品,微信,2025/6/17 3:37,一食堂
1925,20230049,25.97,学习用品,微信,2025/11/1 7:34,打印店
3733,20230049,19.39,娱乐,微信,2025/9/30 20:02,二食堂
8209,20230049,12.29,娱乐,微信,2025/7/20 20:40,一食堂
8337,20230049,70.76,超市,微信,2025/9/23 3:57,一食堂
4487,20230049,17.24,交通,支付宝,2025/9/19 18:39,体育馆
2245,20230049,74.58,生活服务,校园卡,2025/11/11 18:42,一食堂
2859,20230049,24.13,超市,微信,2025/7/7 17:02,校园超市
9979,20230049,2.26,餐饮,校园卡,2025/5/29 7:49,校门口
4233,20230049,5.62,餐饮,支付宝,2025/6/21 16:08,打印店
2740,20230049,61.24,娱乐,校园卡,2025/8/5 10:10,二食堂
9618,20230049,4.12,超市,校园卡,2025/8/24 11:56,校园超市
3713,20230049,53.5,学习用品,校园卡,2025/6/7 15:33,校门口
9464,20230049,8.27,餐饮,微信,2025/11/14 10:34,二食堂
2740,20230049,68.55,娱乐,校园卡,2025/9/24 1:34,一食堂
1556,20230049,40,餐饮,支付宝,2025/10/20 7:03,校门口
4649,20230049,58.39,学习用品,微信,2025/11/9 20:50,二食堂
7867,20230049,40.48,学习用品,校园卡,2025/8/9 20:07,校门口
5537,20230049,54.92,交通,微信,2025/6/17 23:23,图书馆
9585,20230049,74.23,超市,校园卡,2025/6/17 21:11,打印店
3116,20230049,22.11,交通,支付宝,2025/8/9 21:55,二食堂
9648,20230049,78.18,生活服务,校园卡,2025/8/29 2:14,校门口
6399,20230049,7.73,餐饮,支付宝,2025/9/14 11:13,一食堂
1414,20230049,18.62,娱乐,微信,2025/6/27 6:00,一食堂
6555,20230049,68.4,超市,微信,2025/7/7 14:13,体育馆
4526,20230049,3.72,生活服务,微信,2025/10/28 2:34,体育馆
5419,20230049,73.83,娱乐,微信,2025/7/30 3:32,图书馆
668,20230049,74,餐饮,校园卡,2025/10/19 7:33,一食堂
5108,20230049,41.74,餐饮,微信,2025/6/27 7:28,一食堂
3331,20230049,69.01,餐饮,微信,2025/5/30 18:35,校门口
3535,20230049,58.56,餐饮,支付宝,2025/11/1 20:56,二食堂
1156,20230049,52.79,超市,支付宝,2025/9/18 16:02,一食堂
9629,20230049,18.32,学习用品,支付宝,2025/7/13 23:22,体育馆
9074,20230049,22.79,生活服务,校园卡,2025/6/5 14:19,一食堂
4671,20230049,40.48,餐饮,校园卡,2025/8/13 21:14,打印店
2515,20230049,57.77,学习用品,支付宝,2025/8/21 12:35,打印店
5900,20230049,63.32,超市,校园卡,2025/8/6 4:43,二食堂
927,20230049,67.32,超市,微信,2025/9/2 4:18,二食堂
79,20230049,69.44,生活服务,支付宝,2025/10/18 20:00,图书馆
7056,20230049,37.59,餐饮,校园卡,2025/7/20 3:27,二食堂
2607,20230049,47.33,餐饮,微信,2025/9/17 8:08,图书馆
6745,20230049,15.33,娱乐,校园卡,2025/5/26 1:42,二食堂
7108,20230049,76.67,生活服务,微信,2025/10/31 13:37,一食堂
7262,20230049,61.66,交通,支付宝,2025/6/23 13:45,体育馆
2153,20230049,62.98,餐饮,支付宝,2025/7/4 9:57,校门口
183,20230049,55.03,餐饮,校园卡,2025/9/1 18:32,校园超市
6428,20230049,53.57,超市,微信,2025/8/1 4:54,二食堂
3070,20230049,8.85,娱乐,校园卡,2025/6/2 16:28,校门口
6181,20230049,58.22,交通,支付宝,2025/8/22 22:19,校门口
4323,20230049,26.3,学习用品,校园卡,2025/7/22 5:29,二食堂
310,20230049,43.15,生活服务,微信,2025/10/16 14:35,一食堂
309,20230049,15.77,超市,校园卡,2025/7/19 7:06,二食堂
1887,20230049,44.6,超市,支付宝,2025/6/26 20:44,打印店
4563,20230049,56.69,娱乐,校园卡,2025/8/28 9:23,图书馆
8708,20230049,72.15,交通,校园卡,2025/7/28 16:06,校门口
1342,20230049,65.64,超市,微信,2025/10/29 19:58,校门口
7546,20230049,20.57,娱乐,微信,2025/9/10 8:51,校园超市
4794,20230049,12.99,交通,微信,2025/8/8 4:15,图书馆
9462,20230049,19.8,娱乐,支付宝,2025/8/31 8:47,校园超市
150,20230049,13.12,餐饮,微信,2025/6/26 5:55,图书馆
9677,20230049,74.9,超市,微信,2025/6/20 9:39,打印店
8859,20230049,27.47,娱乐,支付宝,2025/5/30 7:35,二食堂
7554,20230049,43.76,学习用品,微信,2025/6/12 16:34,二食堂
9036,20230049,7.96,交通,支付宝,2025/11/1 1:27,校门口
9645,20230049,51.57,学习用品,校园卡,2025/11/10 12:43,打印店
6420,20230049,10.79,生活服务,校园卡,2025/9/19 5:10,体育馆
1901,20230049,55.06,生活服务,微信,2025/7/21 18:43,校门口
2413,20230049,47.87,超市,支付宝,2025/8/1 15:06,打印店
3419,20230049,65.89,娱乐,支付宝,2025/6/5 5:08,二食堂
4488,20230049,78.64,学习用品,校园卡,2025/6/23 1:34,体育馆
6063,20230049,22.94,餐饮,微信,2025/9/28 20:42,二食堂
7330,20230049,25.44,超市,微信,2025/6/18 23:00,校园超市
5402,20230049,62.76,生活服务,微信,2025/8/12 8:47,校园超市
8012,20230049,29.45,交通,校园卡,2025/9/6 0:09,校门口
